Âge,Années d'expérience,Revenu annuel (DH),Sexe,Niveau d'éducation,Urbain/Rural,Catégorie socioprofessionnelle,Langue maternelle,État matrimonial_divorcé,État matrimonial_marié,État matrimonial_veuf,Possession de biens_Logement,Possession de biens_Terrain,Possession de biens_Voiture,Région_Casablanca-Settat,Région_Dakhla-Oued Ed-Dahab,Région_Drâa-Tafilalet,Région_Fès-Meknès,Région_Guelmim-Oued Noun,Région_Laâyoune-Sakia El Hamra,Région_L’Oriental,Région_Marrakech-Safi,Région_Rabat-Salé-Kénitra,Région_Souss-Massa,Région_Tanger-Tétouan-Al Hoceïma,Type de contrat_CDI,Type de contrat_sans contrat
43.0,45.0,15029.0,1,0,1,5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
60.0,27.0,35487.0,0,2,1,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
64.0,6.0,18481.0,0,0,1,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27.0,18.0,29256.0,0,1,1,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
38.0,25.0,39092.0,0,0,1,1,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
25.0,20.0,31538.0,0,1,1,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
34.0,45.0,10365.0,0,1,0,5,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
60.0,41.0,35229.0,1,3,1,4,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
25.0,18.0,5621.0,0,1,0,5,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
56.0,41.0,48349.0,0,0,1,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
45.0,7.0,5621.0,0,2,0,5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
48.0,2.0,11067.0,0,1,1,4,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
29.0,39.0,18455.0,0,1,1,4,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
65.0,21.0,12814.0,0,2,1,5,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
37.0,11.0,9163.0,0,0,1,5,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
56.0,3.0,9830.0,0,0,1,5,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
62.0,1.0,45098.0,1,2,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
61.0,40.0,11137.0,1,1,0,5,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
52.0,34.0,31192.0,0,2,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
66.0,0.0,14816.0,1,2,0,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
35.0,20.0,10345.0,0,2,0,4,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
25.0,24.0,17324.0,1,2,0,2,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
18.0,19.0,17487.0,1,1,1,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
43.0,47.0,10913.0,0,1,0,5,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
64.0,34.0,29317.0,0,1,1,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
37.0,43.0,30304.0,0,0,1,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37.0,41.0,56092.0,0,1,1,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31.0,2.0,11285.0,0,0,1,4,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
26.0,46.0,17313.0,0,2,1,5,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
30.0,41.0,23228.0,1,2,1,4,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
51.0,47.0,20843.0,1,0,0,3,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
42.0,34.0,33532.0,1,0,1,2,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
32.0,34.0,49105.0,0,3,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
35.0,18.0,17060.0,0,0,1,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26.0,25.0,13882.0,1,2,1,5,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
31.0,27.0,42769.0,1,0,1,1,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
42.0,18.0,14712.0,1,1,1,4,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
40.0,39.0,16282.0,1,2,1,5,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
69.0,19.0,7097.0,1,1,0,5,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,44.0,60550.0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41.0,9.0,7749.0,0,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
67.0,2.0,16132.0,0,3,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
64.0,2.0,7784.0,0,0,1,5,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
64.0,21.0,10957.0,0,1,1,5,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
41.0,5.0,34809.0,1,1,1,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
37.0,13.0,11849.0,1,2,1,5,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
46.0,29.0,50540.0,1,2,1,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
68.0,43.0,15505.0,0,0,1,5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
32.0,1.0,7400.0,1,2,0,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
42.0,17.0,13493.0,1,2,1,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
34.0,24.0,10679.0,1,1,0,4,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.0,44.0,23208.0,0,0,1,4,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
67.0,43.0,23083.0,1,2,1,4,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
52.0,18.0,7927.0,1,0,0,5,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
45.0,46.0,21398.0,0,0,1,4,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
54.0,48.0,35452.0,1,1,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
40.0,31.0,14311.0,0,2,0,4,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
58.0,0.0,12984.0,1,1,1,3,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
33.0,2.0,4204.0,0,2,0,5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
60.0,46.0,30278.0,0,2,1,3,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40.0,5.0,12165.0,1,0,1,4,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
68.0,0.0,14445.0,0,2,1,4,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
48.0,16.0,17571.0,1,2,1,4,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
61.0,29.0,14107.0,0,2,1,5,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
47.0,25.0,42452.0,0,0,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
38.0,24.0,7426.0,0,0,0,5,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
68.0,19.0,11896.0,0,2,1,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
50.0,0.0,31146.0,1,0,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
33.0,43.0,17555.0,1,2,0,4,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
34.0,31.0,13012.0,0,2,1,5,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
34.0,11.0,20150.0,0,3,1,3,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
18.0,49.0,31242.0,1,1,1,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
54.0,22.0,48914.0,1,2,1,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
61.0,2.0,13701.0,0,0,1,3,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
68.0,37.0,22113.0,1,0,0,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
27.0,6.0,3774.0,0,1,0,5,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
37.0,30.0,16311.0,0,0,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
39.0,20.0,22249.0,1,1,0,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
51.0,48.0,14267.0,0,3,0,5,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
29.0,39.0,18593.0,0,0,1,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
52.0,39.0,20515.0,1,0,1,4,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
41.0,43.0,23504.0,1,0,1,4,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
35.0,11.0,15164.0,1,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
56.0,27.0,28721.0,1,3,1,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
52.0,46.0,15609.0,1,1,1,5,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
22.0,15.0,12425.0,0,3,0,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
40.0,7.0,16295.0,1,2,1,4,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
58.0,4.0,46897.0,0,2,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
33.0,47.0,53809.0,1,0,1,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
60.0,5.0,5893.0,1,0,0,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
18.0,5.0,6014.0,1,1,0,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
35.0,6.0,31617.0,0,1,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
33.0,15.0,10155.0,1,2,0,4,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
43.0,46.0,32574.0,1,2,1,3,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
50.0,29.0,11993.0,0,0,0,4,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
65.0,45.0,31656.0,1,1,1,2,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
63.0,13.0,9347.0,0,0,0,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
23.0,9.0,19477.0,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
18.0,23.0,18962.0,1,2,1,4,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
63.0,17.0,14640.0,1,2,0,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
51.0,15.0,45950.0,0,1,1,0,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
39.0,31.0,47038.0,0,2,1,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
37.0,9.0,5211.0,0,0,0,5,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
41.0,23.0,16935.0,1,0,1,4,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
24.0,38.0,16211.0,0,2,0,3,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
64.0,21.0,7404.0,0,1,0,5,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
49.0,26.0,11686.0,0,1,0,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
68.0,31.0,30999.0,1,1,1,2,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
43.0,11.0,16781.0,1,2,1,4,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36.0,39.0,14483.0,0,1,0,4,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
69.0,40.0,9719.0,0,0,0,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
66.0,32.0,39149.0,1,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
53.0,7.0,8539.0,0,0,0,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
40.0,7.0,14879.0,0,0,0,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
29.0,25.0,21995.0,1,0,0,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
66.0,20.0,13696.0,1,2,0,3,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
67.0,21.0,22215.0,0,1,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
19.0,12.0,12604.0,0,1,1,4,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
49.0,15.0,29557.0,0,2,1,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
34.0,25.0,12441.0,0,2,0,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
26.0,37.0,40854.0,1,1,0,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
30.0,7.0,6829.0,0,2,0,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
49.0,30.0,22307.0,0,2,1,4,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
64.0,27.0,11780.0,0,1,0,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51.0,24.0,22247.0,0,0,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
30.0,8.0,4367.0,1,1,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
27.0,47.0,48593.0,0,1,1,1,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
49.0,7.0,12809.0,0,1,1,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
58.0,21.0,10436.0,1,1,0,4,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
52.0,30.0,43349.0,0,1,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
32.0,43.0,17882.0,1,0,0,3,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
54.0,23.0,10809.0,1,0,0,4,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
56.0,34.0,13357.0,0,0,0,4,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
68.0,4.0,11533.0,1,2,1,5,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
49.0,27.0,18751.0,0,2,1,4,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
61.0,20.0,38604.0,1,0,1,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
65.0,30.0,18734.0,1,1,0,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
66.0,24.0,13563.0,1,2,1,5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
31.0,7.0,13354.0,1,1,0,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
67.0,43.0,54208.0,1,0,1,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
22.0,18.0,9922.0,1,1,0,3,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
39.0,24.0,17791.0,1,0,1,4,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
61.0,17.0,19977.0,1,2,1,3,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
58.0,48.0,32314.0,1,2,1,4,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
68.0,36.0,20613.0,0,1,1,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
21.0,2.0,36521.0,1,0,1,0,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29.0,38.0,29026.0,0,1,1,2,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
49.0,41.0,47128.0,0,0,1,1,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
21.0,27.0,15780.0,1,1,1,4,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
40.0,8.0,12984.0,0,0,1,4,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
29.0,29.0,15198.0,1,1,0,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
67.0,8.0,31865.0,1,3,0,0,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
69.0,40.0,63401.0,1,0,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
47.0,49.0,21124.0,0,1,1,4,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
18.0,23.0,10747.0,1,1,0,4,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
47.0,39.0,13415.0,1,1,0,4,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
22.0,28.0,16104.0,0,0,1,4,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
28.0,21.0,20744.0,0,0,1,2,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47.0,46.0,30818.0,0,1,1,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
39.0,36.0,16469.0,1,2,1,5,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
32.0,31.0,36542.0,0,2,0,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
52.0,31.0,47757.0,0,2,1,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
42.0,13.0,15101.0,0,1,1,3,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
49.0,20.0,12199.0,1,2,0,4,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
28.0,24.0,10258.0,1,3,0,5,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
39.0,25.0,12559.0,1,1,1,5,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
27.0,1.0,4605.0,1,1,0,4,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
32.0,10.0,16006.0,1,0,0,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
51.0,41.0,55348.0,1,2,1,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
33.0,41.0,18000.0,0,3,0,4,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
58.0,31.0,25369.0,1,0,1,3,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
26.0,38.0,14292.0,1,1,1,5,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
61.0,18.0,14241.0,1,1,1,4,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
47.0,28.0,57727.0,0,0,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
37.0,47.0,23289.0,0,0,0,2,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
31.0,43.0,15393.0,0,2,1,5,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
26.0,47.0,10401.0,0,0,0,5,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
64.0,41.0,57766.0,0,1,1,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
57.0,7.0,15465.0,0,1,1,3,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
38.0,6.0,7669.0,0,1,1,5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.0,29.0,21009.0,0,2,1,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
21.0,40.0,19613.0,1,1,1,4,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
56.0,37.0,18113.0,1,2,0,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
32.0,18.0,18068.0,0,3,1,4,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30.0,5.0,19046.0,0,3,0,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
40.0,49.0,45892.0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
65.0,17.0,11103.0,0,0,1,5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
25.0,2.0,7576.0,1,1,1,5,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
48.0,18.0,23884.0,0,2,1,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
18.0,7.0,10732.0,0,2,0,2,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
51.0,4.0,9205.0,1,0,1,5,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
53.0,42.0,16025.0,1,2,0,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
44.0,9.0,15393.0,1,1,0,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
42.0,11.0,12740.0,0,1,1,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
68.0,26.0,9519.0,0,2,0,5,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
52.0,45.0,11423.0,0,2,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
65.0,6.0,27212.0,1,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
34.0,48.0,15689.0,1,0,1,5,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
58.0,1.0,19171.0,0,3,1,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
37.0,0.0,7374.0,0,0,0,2,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
50.0,43.0,35118.0,0,3,1,3,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
43.0,31.0,39412.0,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
25.0,33.0,16415.0,0,0,1,4,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
55.0,21.0,15768.0,0,0,1,4,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50.0,49.0,30786.0,0,3,0,2,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
65.0,24.0,21279.0,0,2,1,3,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
